ID	Index	Contig	GC	Length	Coverage	Superkingdom	Kingdom	Phylum	Class	Order	Family	Species	N. genes	Cox1	Genes list
NCBN002890_D01_RMNH_INS_21715	5	NCBN002890_D01_RMNH_INS_21715_contig5	0.2067	1258	67.9595	no-hit	Metazoa	Arthropoda	Insecta	Lepidoptera	Sphingidae	Ambulyx schauffelbergeri	2	1	cox1,nad2
NCBN002890_D01_RMNH_INS_21715	6	NCBN002890_D01_RMNH_INS_21715_contig6	0.2107	674	70.7359	no-hit	Metazoa	Arthropoda	Insecta	Lepidoptera	Crambidae	Actinotia intermediata	2	0	nad4_0,nad4_1
NCBN002890_D01_RMNH_INS_21715	7	NCBN002890_D01_RMNH_INS_21715_contig7	0.2008	1549	83.0039	no-hit	Metazoa	Arthropoda	Insecta	Lepidoptera	Papilionidae	Parnassius hannyngtoni	1	0	nad1
NCBN002890_D01_RMNH_INS_21715	8	NCBN002890_D01_RMNH_INS_21715_contig8	0.1351	866	97.709	no-hit	Metazoa	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Limenitis populi	1	0	nad5
NCBN002890_D01_RMNH_INS_21715	9	NCBN002890_D01_RMNH_INS_21715_contig9	0.2059	1918	71.1168	no-hit	Metazoa	Arthropoda	Insecta	Lepidoptera	Crambidae	Phocoderma betis	4	1	atp6,atp8,cox1,cox2
NCBN002890_D02_RMNH_INS_1719809	0	NCBN002890_D02_RMNH_INS_1719809_circular	0.1893	15188	184.4932	no-hit	Metazoa	Arthropoda	Insecta	Lepidoptera	Crambidae	Pygospila tyres	18	1	atp6,atp8,cob,cox1,cox2,cox3,nad1,nad2,nad3,nad4,nad4l,nad5,nad6,rrnL_0,rrnL_1,rrnS_0,rrnS_1,rrnS_2
NCBN002890_D03_RMNH_INS_1719814	0	NCBN002890_D03_RMNH_INS_1719814_circular	0.1911	15172	219.7838	no-hit	Metazoa	Arthropoda	Insecta	Lepidoptera	Crambidae	Pygospila tyres	18	1	atp6,atp8,cob,cox1,cox2,cox3,nad1,nad2,nad3,nad4,nad4l,nad5,nad6,rrnL_0,rrnL_1,rrnS_0,rrnS_1,rrnS_2
NCBN002890_D04_RMNH_INS_22334	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NCBN002890_D05_RMNH_INS_1719830	0	NCBN002890_D05_RMNH_INS_1719830_circular	0.1929	15091	245.205	no-hit	Metazoa	Arthropoda	Insecta	Lepidoptera	Crambidae	Lyssa zampa	17	1	atp6,atp8,cob,cox1,cox2,cox3,nad1,nad2,nad3,nad4,nad4l,nad5,nad6,rrnL,rrnS_0,rrnS_1,rrnS_2
NCBN002890_D06_RMNH_INS_25609	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NCBN001861_D07_RMNH_INS_25503	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NCBN002890_D07_RMNH_INS_31854	0	NCBN002890_D07_RMNH_INS_31854_circular	0.1926	15150	442.389	no-hit	Metazoa	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Parnassius andreji	18	1	atp6,atp8,cob,cox1,cox2,cox3,nad1,nad2,nad3,nad4,nad4l,nad5,nad6,rrnL-a,rrnL-b,rrnS_0,rrnS_1,rrnS_2
NCBN000729_D08_RMNH_5012114	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NCBN001861_D08_RMNH_INS_25502	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NCBN001861_D09_RMNH_INS_25479	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NCBN001861_D10_RMNH_INS_25536	0	NCBN001861_D10_RMNH_INS_25536_contig0	0.2272	449	15.3474	no-hit	Metazoa	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Polyura arja	1	0	cox3
NCBN001861_D10_RMNH_INS_25536	1	NCBN001861_D10_RMNH_INS_25536_contig1	0.2467	531	10.7608	no-hit	Metazoa	Arthropoda	Insecta	Lepidoptera	Hepialidae	Triodia sylvina	1	0	cob
NCBN001861_D10_RMNH_INS_25536	2	NCBN001861_D10_RMNH_INS_25536_contig2	0.1614	477	23.566	no-hit	Metazoa	Arthropoda	Insecta	Lepidoptera	Hesperiidae	Celaenorrhinus aspersus	1	0	nad3
NCBN001861_D10_RMNH_INS_25536	3	NCBN001861_D10_RMNH_INS_25536_contig3	0.2052	307	13.3485	no-hit	Metazoa	Arthropoda	Insecta	Lepidoptera	Hepialidae	Thitarodes damxungensis	1	0	nad4
NCBN001861_D10_RMNH_INS_25536	4	NCBN001861_D10_RMNH_INS_25536_contig4	0.2308	676	24.0917	no-hit	Metazoa	Arthropoda	Insecta	Lepidoptera	Crambidae	Cnaphalocrocis medinalis	3	1	cox1,cox2,rrnL
NCBN001861_D10_RMNH_INS_25536	5	NCBN001861_D10_RMNH_INS_25536_contig5	0.2124	372	5.043	no-hit	Metazoa	Arthropoda	Insecta	Lepidoptera	Papilionidae	Cucullia pustulata	1	0	nad1
NCBN001861_D10_RMNH_INS_25536	6	NCBN001861_D10_RMNH_INS_25536_contig6	0.2341	645	13.6822	no-hit	Metazoa	Arthropoda	Insecta	Lepidoptera	Limacodidae	Phocoderma betis	2	0	atp6,cox3
NCBN001861_D10_RMNH_INS_25536	7	NCBN001861_D10_RMNH_INS_25536_contig7	0.1859	382	17.6335	no-hit	Metazoa	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Morophaga formosana	1	0	nad5
NCBN001861_D10_RMNH_INS_25536	8	NCBN001861_D10_RMNH_INS_25536_contig8	0.1411	333	6.6246	no-hit	Metazoa	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Dichomeris ustalella	2	0	nad4,nad4l
NCBN001861_D10_RMNH_INS_25536	9	NCBN001861_D10_RMNH_INS_25536_contig9	0.1561	487	12.616	no-hit	Metazoa	Arthropoda	Insecta	Diptera	Drosophilidae	Hepialus xiaojinensis	1	0	nad2
NCBN002884_D11_ZSM_Lep_160420	0	NCBN002884_D11_ZSM_Lep_160420_circular	0.1879	15152	176.4951	no-hit	Metazoa	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Pectinophora gossypiella	16	1	atp6,atp8,cob,cox1,cox2,cox3,nad1,nad2,nad3,nad4,nad4l,nad5,nad6,rrnL_0,rrnL_1,rrnS
NCBN002884_D12_ZSM_Lep_160416	0	NCBN002884_D12_ZSM_Lep_160416_contig0	0.252	500	15.706	no-hit	Metazoa	Arthropoda	Insecta	Lepidoptera	Crambidae	Endoclita signifer	1	0	cox3
NCBN002884_D12_ZSM_Lep_160416	1	NCBN002884_D12_ZSM_Lep_160416_contig1	0.1768	690	39.5754	no-hit	Metazoa	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Thitarodes pui	1	0	nad2
NCBN002884_D12_ZSM_Lep_160416	2	NCBN002884_D12_ZSM_Lep_160416_contig2	0.1991	1351	28.8719	no-hit	Metazoa	Arthropoda	Insecta	Lepidoptera	Noctuidae	Phthorimaea operculella	2	0	cob,nad1
NCBN002884_D12_ZSM_Lep_160416	3	NCBN002884_D12_ZSM_Lep_160416_contig3	0.1769	3613	28.0886	no-hit	Metazoa	Arthropoda	Insecta	Lepidoptera	Crambidae	Tyspanodes hypsalis	6	0	cob,nad4,nad4l,nad5_0,nad5_1,nad6
NCBN002884_D12_ZSM_Lep_160416	4	NCBN002884_D12_ZSM_Lep_160416_contig4	0.2266	3959	27.7019	no-hit	Metazoa	Arthropoda	Insecta	Lepidoptera	Hepialidae	Triodia sylvina	6	1	atp6,atp8,cox1,cox2,cox3,nad2
NCBN002884_D12_ZSM_Lep_160416	5	NCBN002884_D12_ZSM_Lep_160416_contig5	0.1811	2181	26.2568	no-hit	Metazoa	Arthropoda	Insecta	Lepidoptera	Crambidae	Pectinophora gossypiella	2	0	nad3,nad5
NCBN002890_E01_RMNH_INS_21714	0	NCBN002890_E01_RMNH_INS_21714_contig0	0.221	2552	135.6462	no-hit	Metazoa	Arthropoda	Insecta	Lepidoptera	Noctuidae	Dodona dipoea	2	1	cox1,nad2
NCBN002890_E01_RMNH_INS_21714	1	NCBN002890_E01_RMNH_INS_21714_contig1	0.183	12216	191.6632	no-hit	Metazoa	Arthropoda	Insecta	Lepidoptera	Crambidae	Pygospila tyres	16	1	atp6,atp8,cob,cox1,cox2,cox3,nad1,nad3,nad4,nad4l,nad5,nad6,rrnL,rrnS_0,rrnS_1,rrnS_2
NCBN002890_E02_RMNH_INS_22549	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NCBN002890_E03_RMNH_INS_1719815	0	NCBN002890_E03_RMNH_INS_1719815_circular	0.1914	15129	195.3064	no-hit	Metazoa	Arthropoda	Insecta	Lepidoptera	Papilionidae	Pycnarmon lactiferalis	18	1	atp6,atp8,cob,cox1,cox2,cox3,nad1,nad2,nad3,nad4,nad4l,nad5_0,nad5_1,nad6,rrnL,rrnS_0,rrnS_1,rrnS_2
NCBN002890_E04_RMNH_INS_23221	0	NCBN002890_E04_RMNH_INS_23221_contig0	0.1409	298	17.3389	no-hit	no-hit	no-hit	no-hit	no-hit	no-hit	no-hit	2	0	nad4_0,nad4_1
NCBN002890_E04_RMNH_INS_23221	1	NCBN002890_E04_RMNH_INS_23221_contig1	0.1533	274	27.6606	no-hit	no-hit	no-hit	no-hit	no-hit	no-hit	no-hit	1	0	nad4l
NCBN002890_E04_RMNH_INS_23221	2	NCBN002890_E04_RMNH_INS_23221_contig2	0.3215	423	17.0544	no-hit	Metazoa	Arthropoda	Insecta	Lepidoptera	Crambidae	Omiodes indicata	1	1	cox1
NCBN002890_E04_RMNH_INS_23221	3	NCBN002890_E04_RMNH_INS_23221_contig3	0.1714	280	12.7429	no-hit	Metazoa	Arthropoda	Insecta	Coleoptera	Carabidae	Opisina arenosella	1	0	atp6
NCBN002890_E04_RMNH_INS_23221	4	NCBN002890_E04_RMNH_INS_23221_contig4	0.2279	272	22.4412	no-hit	Metazoa	Arthropoda	Insecta	Lepidoptera	Papilionidae	Parnassius eversmanni	1	0	cox2
NCBN002890_E04_RMNH_INS_23221	5	NCBN002890_E04_RMNH_INS_23221_contig5	0.1616	687	29.2082	no-hit	Metazoa	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Junonia natalica	1	0	nad2
NCBN002890_E04_RMNH_INS_23221	6	NCBN002890_E04_RMNH_INS_23221_contig6	0.1975	319	12.1912	no-hit	Metazoa	Arthropoda	Insecta	Lepidoptera	Sphingidae	Galleria mellonella	1	0	nad5
NCBN002890_E04_RMNH_INS_23221	7	NCBN002890_E04_RMNH_INS_23221_contig7	0.2445	364	10.2198	no-hit	Metazoa	Arthropoda	Insecta	Lepidoptera	Crambidae	Heortia vitessoides	2	0	nad1_0,nad1_1
NCBN002890_E05_RMNH_INS_1719831	0	NCBN002890_E05_RMNH_INS_1719831_contig0	0.2079	1299	20.7021	no-hit	Metazoa	Arthropoda	Insecta	Lepidoptera	Noctuidae	Conopomorpha sinensis	4	1	atp6,atp8,cox1,cox2
NCBN002890_E05_RMNH_INS_1719831	1	NCBN002890_E05_RMNH_INS_1719831_contig1	0.2163	1854	23.6553	no-hit	Metazoa	Arthropoda	Insecta	Lepidoptera	Crambidae	Pycnarmon cribrata	3	0	atp6,cox3,nad3
NCBN002890_E05_RMNH_INS_1719831	2	NCBN002890_E05_RMNH_INS_1719831_contig2	0.2084	2044	20.8518	no-hit	Metazoa	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Ambulyx schauffelbergeri	2	1	cox1,nad2
NCBN002890_E05_RMNH_INS_1719831	3	NCBN002890_E05_RMNH_INS_1719831_contig3	0.1707	3802	32.3695	no-hit	Metazoa	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Galleria mellonella	4	0	nad4,nad4l,nad5,nad6
NCBN002890_E05_RMNH_INS_1719831	4	NCBN002890_E05_RMNH_INS_1719831_contig4	0.193	2124	24.4077	no-hit	Metazoa	Arthropoda	Insecta	Lepidoptera	Lycaenidae	Ahlbergia frivaldszkyi	3	0	cob,nad1,nad6
NCBN002890_E06_RMNH_INS_25610	0	NCBN002890_E06_RMNH_INS_25610_circular	0.1972	15119	7909.0232	no-hit	Metazoa	Arthropoda	Insecta	Lepidoptera	Crambidae	Pycnarmon lactiferalis	17	1	atp6,atp8,cob,cox1,cox2,cox3,nad1,nad2,nad3,nad4,nad4l,nad5,nad6,rrnL,rrnS_0,rrnS_1,rrnS_2
NCBN001861_E07_RMNH_INS_25504	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NCBN002890_E07_RMNH_INS_31855	0	NCBN002890_E07_RMNH_INS_31855_contig0	0.2679	321	13.6106	no-hit	Metazoa	Arthropoda	Insecta	Lepidoptera	Lycaenidae	Curetis bulis	1	1	cox1
NCBN002890_E07_RMNH_INS_31855	1	NCBN002890_E07_RMNH_INS_31855_contig1	0.1129	549	16.7923	no-hit	no-hit	no-hit	no-hit	no-hit	no-hit	no-hit	2	0	nad6_0,nad6_1
NCBN002890_E07_RMNH_INS_31855	2	NCBN002890_E07_RMNH_INS_31855_contig2	0.2591	552	15.8315	no-hit	Metazoa	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Prophantis octoguttalis	2	0	cox3_0,cox3_1
NCBN002890_E07_RMNH_INS_31855	3	NCBN002890_E07_RMNH_INS_31855_contig3	0.1674	681	26.0162	no-hit	Metazoa	Arthropoda	Insecta	Lepidoptera	Noctuidae	Spodoptera exempta	1	0	nad4
NCBN002890_E07_RMNH_INS_31855	4	NCBN002890_E07_RMNH_INS_31855_contig4	0.1874	838	18.4905	no-hit	Metazoa	Arthropoda	Insecta	Lepidoptera	Noctuidae	Anarta trifolii	3	0	cox3,nad3_0,nad3_1
NCBN002890_E07_RMNH_INS_31855	5	NCBN002890_E07_RMNH_INS_31855_contig5	0.2069	1953	21.509	no-hit	Metazoa	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Triodia sylvina	4	1	atp6,atp8,cox1,cox2
NCBN002890_E07_RMNH_INS_31855	6	NCBN002890_E07_RMNH_INS_31855_contig6	0.1777	591	16.3469	no-hit	Metazoa	Arthropoda	Insecta	Lepidoptera	Geometridae	Menophra senilis	1	0	nad2
NCBN002890_E07_RMNH_INS_31855	7	NCBN002890_E07_RMNH_INS_31855_contig7	0.2219	1582	21.5904	no-hit	Metazoa	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Cnaphalocrocis medinalis	2	0	cob,nad1
NCBN002890_E07_RMNH_INS_31855	8	NCBN002890_E07_RMNH_INS_31855_contig8	0.1377	494	22.0405	no-hit	no-hit	no-hit	no-hit	no-hit	no-hit	no-hit	3	0	nad4,nad5_0,nad5_1
NCBN001064_E08_RMNH_INS_25054	0	NCBN001064_E08_RMNH_INS_25054_contig0	0.1925	15348	101.6454	no-hit	Metazoa	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Lyssa zampa	18	1	atp6,atp8,cob,cox1,cox2,cox3,nad1,nad2,nad3,nad4,nad4l,nad5,nad6,rrnL-a,rrnL-b,rrnS_0,rrnS_1,rrnS_2
NCBN002884_E08_RMNH_INS_25664	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NCBN001861_E09_RMNH_INS_25541	0	NCBN001861_E09_RMNH_INS_25541_contig0	0.269	316	4.3671	no-hit	Metazoa	Arthropoda	Insecta	Lepidoptera	Crambidae	Ochlodes venata	1	1	cox1
NCBN001861_E10_RMNH_INS_25480	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NCBN002884_E11_RMNH_INS_15291	0	NCBN002884_E11_RMNH_INS_15291_contig0	0.2258	2453	30.7848	no-hit	Metazoa	Arthropoda	Insecta	Lepidoptera	Tortricidae	Choristoneura murinana	2	1	cox1,nad2
NCBN002884_E11_RMNH_INS_15291	1	NCBN002884_E11_RMNH_INS_15291_contig1	0.2171	1907	35.0902	no-hit	Metazoa	Arthropoda	Insecta	Lepidoptera	Crambidae	Prophantis octoguttalis	4	0	atp6_0,atp6_1,cox3,nad3
NCBN002884_E11_RMNH_INS_15291	2	NCBN002884_E11_RMNH_INS_15291_contig2	0.1791	2440	36.0082	no-hit	Metazoa	Arthropoda	Insecta	Lepidoptera	Papilionidae	Parnassius andreji	3	0	nad4,nad4l,nad5
NCBN002884_E11_RMNH_INS_15291	3	NCBN002884_E11_RMNH_INS_15291_contig3	0.19	2711	37.2719	no-hit	Metazoa	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Tyspanodes hypsalis	4	0	cob,nad1,nad4l,nad6
NCBN002884_E11_RMNH_INS_15291	4	NCBN002884_E11_RMNH_INS_15291_contig4	0.209	1550	29.7961	no-hit	Metazoa	Arthropoda	Insecta	Lepidoptera	Hepialidae	Ahamus yushuensis	3	1	atp8,cox1,cox2
NCBN000729_E12_RMNH_5012129	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NCBN002890_F01_RMNH_INS_21717	0	NCBN002890_F01_RMNH_INS_21717_contig0	0.3017	832	28.4868	no-hit	Metazoa	Arthropoda	Insecta	Lepidoptera	Erebidae	Sphinx morio	1	1	cox1
NCBN002890_F01_RMNH_INS_21717	1	NCBN002890_F01_RMNH_INS_21717_contig1	0.1597	313	78.6102	no-hit	Metazoa	Arthropoda	Insecta	Lepidoptera	Papilionidae	Parnassius acdestis	1	0	nad4l
NCBN002890_F01_RMNH_INS_21717	2	NCBN002890_F01_RMNH_INS_21717_contig2	0.2617	447	38.7517	no-hit	Metazoa	Arthropoda	Insecta	Lepidoptera	Hepialidae	Thitarodes damxungensis	1	0	cox2
NCBN002890_F01_RMNH_INS_21717	3	NCBN002890_F01_RMNH_INS_21717_contig3	0.1517	659	53.4886	no-hit	Metazoa	Arthropoda	Insecta	Lepidoptera	Riodinidae	Elophila turbata	1	0	nad2
NCBN002890_F01_RMNH_INS_21717	4	NCBN002890_F01_RMNH_INS_21717_contig4	0.2244	731	48.368	no-hit	Metazoa	Arthropoda	Insecta	Lepidoptera	Noctuidae	Phocoderma betis	2	0	atp6,cox3
NCBN002890_F01_RMNH_INS_21717	5	NCBN002890_F01_RMNH_INS_21717_contig5	0.1784	981	115.2824	no-hit	Metazoa	Arthropoda	Insecta	Lepidoptera	Crambidae	Epiphora bauhiniae	2	0	nad4,nad4l
NCBN002890_F01_RMNH_INS_21717	6	NCBN002890_F01_RMNH_INS_21717_contig6	0.1923	931	56.6294	no-hit	Metazoa	Arthropoda	Insecta	Lepidoptera	Noctuidae	Actebia praecox	1	0	nad1
NCBN002890_F01_RMNH_INS_21717	7	NCBN002890_F01_RMNH_INS_21717_contig7	0.2669	622	42.9502	no-hit	Metazoa	Arthropoda	Insecta	Lepidoptera	Crambidae	Cnaphalocrocis medinalis	1	0	cob
NCBN002890_F01_RMNH_INS_21717	8	NCBN002890_F01_RMNH_INS_21717_contig8	0.1522	749	80.6395	no-hit	Metazoa	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Athyma pravara	2	0	nad4,nad5
NCBN002890_F01_RMNH_INS_21717	9	NCBN002890_F01_RMNH_INS_21717_contig9	0.1952	748	59.0882	no-hit	Metazoa	Arthropoda	Insecta	Lepidoptera	Sphingidae	Earias clorana	2	0	cox3,nad3
NCBN002890_F02_RMNH_INS_22294	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NCBN002890_F03_RMNH_INS_1556756	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NCBN002890_F04_RMNH_INS_1719825	0	NCBN002890_F04_RMNH_INS_1719825_contig0	0.2302	1759	60.6401	no-hit	Metazoa	Arthropoda	Insecta	Lepidoptera	Sphingidae	Pygospila tyres	3	0	atp6,cox3,nad3
NCBN002890_F04_RMNH_INS_1719825	1	NCBN002890_F04_RMNH_INS_1719825_contig1	0.2105	1254	50.9944	no-hit	Metazoa	Arthropoda	Insecta	Lepidoptera	Papilionidae	Amesia sanguiflua	2	0	nad1,rrnL
NCBN002890_F04_RMNH_INS_1719825	2	NCBN002890_F04_RMNH_INS_1719825_contig2	0.1626	1605	81.1022	no-hit	Metazoa	Arthropoda	Insecta	Lepidoptera	Crambidae	Loxostege sticticalis	3	0	nad4,nad4l,nad6
NCBN002890_F04_RMNH_INS_1719825	3	NCBN002890_F04_RMNH_INS_1719825_contig3	0.2198	1902	62.4185	no-hit	Metazoa	Arthropoda	Insecta	Lepidoptera	Lycaenidae	Ahlbergia frivaldszkyi	3	0	cob,nad1,nad6
NCBN002890_F04_RMNH_INS_1719825	4	NCBN002890_F04_RMNH_INS_1719825_contig4	0.1842	2855	79.5391	no-hit	Metazoa	Arthropoda	Insecta	Lepidoptera	Crambidae	Parapoynx crisonalis	3	0	nad3,nad4,nad5
NCBN002890_F04_RMNH_INS_1719825	5	NCBN002890_F04_RMNH_INS_1719825_contig5	0.2704	2374	43.4874	no-hit	Metazoa	Arthropoda	Insecta	Lepidoptera	Crambidae	Parapoynx crisonalis	2	1	cox1,cox2
NCBN002890_F04_RMNH_INS_1719825	6	NCBN002890_F04_RMNH_INS_1719825_contig6	0.1535	710	63.5493	no-hit	Metazoa	Arthropoda	Insecta	Lepidoptera	Sphingidae	Batocnema coquerelii	2	0	nad2_0,nad2_1
NCBN002890_F05_RMNH_INS_1719832	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NCBN002890_F06_RMNH_INS_25612	0	NCBN002890_F06_RMNH_INS_25612_circular	0.1917	15048	1180.8527	no-hit	Metazoa	Arthropoda	Insecta	Lepidoptera	Crambidae	Triodia sylvina	15	1	atp6,atp8,cob,cox1,cox2,cox3,nad1,nad2,nad3,nad4,nad4l,nad5,nad6,rrnL,rrnS
NCBN001861_F07_RMNH_INS_25506	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NCBN002890_F07_RMNH_INS_31856	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NCBN001861_F08_RMNH_INS_25475	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NCBN002890_F08_RMNH_INS_25615	0	NCBN002890_F08_RMNH_INS_25615_circular	0.1995	16299	435.2118	no-hit	Metazoa	Arthropoda	Insecta	Lepidoptera	Crambidae	Ostrinia zealis	15	1	atp6,atp8,cob,cox1,cox2,cox3,nad1,nad2,nad3,nad4,nad4l,nad5,nad6,rrnL,rrnS
NCBN001861_F09_RMNH_INS_25515	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NCBN001861_F10_RMNH_INS_25493	0	NCBN001861_F10_RMNH_INS_25493_contig0	0.1912	1276	114.9185	no-hit	Metazoa	Arthropoda	Insecta	Lepidoptera	Erebidae	Choristoneura longicellana	2	0	cob,nad1
NCBN001861_F10_RMNH_INS_25493	1	NCBN001861_F10_RMNH_INS_25493_contig1	0.1728	5516	79.5843	no-hit	Metazoa	Arthropoda	Insecta	Lepidoptera	Crambidae	Prophantis octoguttalis	6	0	cob,nad3,nad4,nad4l,nad5,nad6
NCBN001861_F10_RMNH_INS_25493	2	NCBN001861_F10_RMNH_INS_25493_contig2	0.1507	1480	71.0561	no-hit	Metazoa	Arthropoda	Insecta	Lepidoptera	Hepialidae	Thitarodes damxungensis	1	0	nad2
NCBN001861_F10_RMNH_INS_25493	3	NCBN001861_F10_RMNH_INS_25493_contig3	0.2109	2053	48.2616	no-hit	Metazoa	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Triodia sylvina	6	0	atp6,atp8,cox2_0,cox2_1,cox3,rrnL
NCBN001861_F10_RMNH_INS_25493	4	NCBN001861_F10_RMNH_INS_25493_contig4	0.2484	1743	40.6133	no-hit	Metazoa	Arthropoda	Insecta	Lepidoptera	Crambidae	Pycnarmon lactiferalis	2	1	cox1,cox2
NCBN002884_F11_MZLU00236123	0	NCBN002884_F11_MZLU00236123_contig0	0.1687	670	11.4	no-hit	Metazoa	Arthropoda	Insecta	Lepidoptera	Crambidae	Syllepte taiwanalis	1	0	nad3
NCBN002884_F11_MZLU00236123	1	NCBN002884_F11_MZLU00236123_contig1	0.1707	334	12.8772	no-hit	Metazoa	Arthropoda	Insecta	Lepidoptera	Noctuidae	Pseudonoorda nigropunctalis	1	0	nad1
NCBN002884_F11_MZLU00236123	2	NCBN002884_F11_MZLU00236123_contig2	0.2133	347	12.5072	no-hit	Metazoa	Arthropoda	Insecta	Lepidoptera	Crambidae	Botyodes diniasalis	1	0	nad4
NCBN002884_F11_MZLU00236123	3	NCBN002884_F11_MZLU00236123_contig3	0.2801	607	10.5684	no-hit	Metazoa	Arthropoda	Insecta	Lepidoptera	Crambidae	Dophla evelina	1	1	cox1
NCBN002884_F11_MZLU00236123	4	NCBN002884_F11_MZLU00236123_contig4	0.1984	1104	11.2645	no-hit	Metazoa	Arthropoda	Insecta	Lepidoptera	Hepialidae	Triodia sylvina	4	0	atp6_0,atp6_1,atp8,cox2
NCBN002884_F11_MZLU00236123	5	NCBN002884_F11_MZLU00236123_contig5	0.1778	1946	12.6418	no-hit	Metazoa	Arthropoda	Insecta	Lepidoptera	Gelechiidae	Phthorimaea operculella	2	0	nad4,nad5
NCBN002884_F11_MZLU00236123	6	NCBN002884_F11_MZLU00236123_contig6	0.1488	672	10.2917	no-hit	Metazoa	Arthropoda	Insecta	Lepidoptera	Pyralidae	Cnaphalocrocis medinalis	3	0	nad4l,nad6_0,nad6_1
NCBN002884_F11_MZLU00236123	7	NCBN002884_F11_MZLU00236123_contig7	0.2188	393	11.5394	no-hit	Metazoa	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Curetis acuta	1	0	atp6
NCBN002884_F11_MZLU00236123	8	NCBN002884_F11_MZLU00236123_contig8	0.2248	298	10.0268	no-hit	Metazoa	Arthropoda	Insecta	Lepidoptera	Sphingidae	Polyptychus trilineatus	2	0	cob,nad6
NCBN002884_F11_MZLU00236123	9	NCBN002884_F11_MZLU00236123_contig9	0.248	379	6.9868	no-hit	Metazoa	Arthropoda	Insecta	Lepidoptera	Hepialidae	Thitarodes damxungensis	1	0	cox3
NCBN002884_F11_MZLU00236123	10	NCBN002884_F11_MZLU00236123_contig10	0.1894	739	9.2585	no-hit	Metazoa	Arthropoda	Insecta	Lepidoptera	Hepialidae	Hepialus xiaojinensis	1	0	nad2
NCBN001118_F12_RMNH_INS_25105	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NCBN002890_G01_RMNH_INS_21713	0	NCBN002890_G01_RMNH_INS_21713_contig0	0.1707	656	52.2805	no-hit	Metazoa	Arthropoda	Insecta	Lepidoptera	Nolidae	Euschemon rafflesia	1	0	nad3
NCBN002890_G01_RMNH_INS_21713	1	NCBN002890_G01_RMNH_INS_21713_contig1	0.1364	308	58.9026	no-hit	no-hit	no-hit	no-hit	no-hit	no-hit	no-hit	3	0	atp6_0,atp6_1,atp8
NCBN002890_G01_RMNH_INS_21713	2	NCBN002890_G01_RMNH_INS_21713_contig2	0.2123	961	41.7773	no-hit	Metazoa	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Morophaga formosana	2	0	nad5_0,nad5_1
NCBN002890_G01_RMNH_INS_21713	3	NCBN002890_G01_RMNH_INS_21713_contig3	0.179	553	51.3074	no-hit	Metazoa	Arthropoda	Insecta	Lepidoptera	Noctuidae	Hulodes caranea	1	0	nad1
